arivaID,country,exchangeID,file_urls,files,foundingyear,industry,isin,listingdate,sector,security_name,stocktype,ticker
1794,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=1794&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=1794&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0006569908.csv', 'checksum': '49c7cfb07ea314e7c973201c56a47e5a'}]",1971,Finanzdienstleistungen,DE0006569908,15.06.1988,Finanzsektor,mlp-aktie,Inlandsaktie,MLP
1259,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=1259&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=1259&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0007448508.csv', 'checksum': '9688507cacacd08e944d687833a899c9'}]",1976,IT-Dienstleistungen,DE0007448508,07.07.2000,Informationstechnologie,ivu_traffic_technologies-aktie,Inlandsaktie,IVU
13,,0,http://www.ariva.de/quote/historic/historic.csv?secu=13&boerse_id=0&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=13&boerse_id=0&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005147805.csv', 'checksum': '0c4304ab48f120274e6bf384a8cf7b55'}]",,,DE0005147805,,,ads_system_ag_o-n-aktie,,
1564,Niederlande,131,http://www.ariva.de/quote/historic/historic.csv?secu=1564&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=1564&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_NL0000238145.csv', 'checksum': '511e72e750538e8c994d8d8252306472'}]",1999,Internetkommerz,NL0000238145,09.10.2000,Informationstechnologie,ad_pepper_media-aktie,Auslandsaktie,APM
95,,1,http://www.ariva.de/quote/historic/historic.csv?secu=95&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=95&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005706808.csv', 'checksum': 'd4770b5f274ca64a623574c532feb330'}]",,,DE0005706808,,,euromed-aktie,,
81,China,1,http://www.ariva.de/quote/historic/historic.csv?secu=81&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=81&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE000A1E89S5.csv', 'checksum': 'd9172fddecdfee1e37f8d7cd9444a152'}]",1993,Printmedien (Zeitungen und Magazine),DE000A1E89S5,12.10.1999,Medien/Entertainment/Freizeit,readcrest_capital-aktie,Inlandsaktie,EXJ
722,,1,http://www.ariva.de/quote/historic/historic.csv?secu=722&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=722&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0006223803.csv', 'checksum': '6bbb64fdeb28e4b94ce326868303a60b'}]",,,DE0006223803,,,in-motion-aktie,,
915,,5,http://www.ariva.de/quote/historic/historic.csv?secu=915&boerse_id=5&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=915&boerse_id=5&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0007193401.csv', 'checksum': '3eaf00424287a98c3cccce55b5ad5e5c'}]",,,DE0007193401,,,schneider_technologies-aktie,,
107,,5,http://www.ariva.de/quote/historic/historic.csv?secu=107&boerse_id=5&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=107&boerse_id=5&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005532907.csv', 'checksum': '85548f1473a9f1f1ade22e0cb011ea4c'}]",,,DE0005532907,,,gauss_interprise_ag-aktie,,
291,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=291&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=291&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE000A1EWWW0.csv', 'checksum': 'de40e47deb26eb56b20f25ff85ee3797'}]",1949,Sportartikel,DE000A1EWWW0,17.11.1995,Konsumgüter,adidas-aktie,Inlandsaktie,ADS
101564963,Deutschland,1,http://www.ariva.de/quote/historic/historic.csv?secu=101564963&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=101564963&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE000A0WMPN8.csv', 'checksum': 'a97f1360db3c6a0aef276b176d29fb5f'}]",1981,Spezialsoftware,DE000A0WMPN8,19.04.1999,Software,cpu_softwarehouse-aktie,Inlandsaktie,CPU2
102260082,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=102260082&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=102260082&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE000A0Z23Q5.csv', 'checksum': '64e59bc79cfbab100a74fda678bd33c8'}]",1992,IT-Dienstleistungen,DE000A0Z23Q5,21.06.2000,Informationstechnologie,adesso-aktie,Inlandsaktie,ADN1
103781034,,1,http://www.ariva.de/quote/historic/historic.csv?secu=103781034&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=103781034&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE000A1E9A75.csv', 'checksum': '0499b59b25720d1f8b392ac9320b0ffc'}]",,,DE000A1E9A75,,,mood_and_motion-aktie,,
53,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=53&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=53&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005407100.csv', 'checksum': 'be6afd0a2c57f5beb1b81c301a79a8ff'}]",1988,IT-Dienstleistungen,DE0005407100,06.05.1998,Informationstechnologie,cenit-aktie,Inlandsaktie,CSH
115,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=115&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=115&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE000A161N30.csv', 'checksum': '7b9955ccb5af031f6c0742671684911c'}]",1997,IT-Dienstleistungen,DE000A161N30,04.04.2000,Informationstechnologie,grenke_ag-aktie,Inlandsaktie,GLJ
37,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=37&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=37&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005232805.csv', 'checksum': '047447d4931382c81a954d2c6127cff0'}]",1974,Automobilzulieferer,DE0005232805,10.01.1996,Kraftfahrzeugindustrie,bertrandt-aktie,Inlandsaktie,BDT
253,,,http://www.ariva.de/quote/historic/historic.csv?secu=253&boerse_id=&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=253&boerse_id=&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005299705.csv', 'checksum': 'e5ffee7feabaec5ceb99a9750771e6f8'}]",,,DE0005299705,,,telesenskscl_ag_na-aktie,,
921089,,,http://www.ariva.de/quote/historic/historic.csv?secu=921089&boerse_id=&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=921089&boerse_id=&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_AT0000A02Z18.csv', 'checksum': 'e5ffee7feabaec5ceb99a9750771e6f8'}]",,,AT0000A02Z18,,,plaut-aktie,,
270,,4,http://www.ariva.de/quote/historic/historic.csv?secu=270&boerse_id=4&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=270&boerse_id=4&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_IL0010845324.csv', 'checksum': '3b9a98ccf6662d29ffc462830d096970'}]",,,IL0010845324,,,valor_computerized_systems-aktie,,
6,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=6&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=6&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005066609.csv', 'checksum': 'c8744db7daa7934d5678a17c21cc3b3c'}]",1990,Biotechnologie,DE0005066609,10.05.1999,Chemie/Pharma,aap_implantate-aktie,Inlandsaktie,AAQ
132,,0,http://www.ariva.de/quote/historic/historic.csv?secu=132&boerse_id=0&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=132&boerse_id=0&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0006227309.csv', 'checksum': 'a8167faf8e11da171df57bce2425eb43'}]",,,DE0006227309,,,internolix-aktie,,
1512,Deutschland,1,http://www.ariva.de/quote/historic/historic.csv?secu=1512&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=1512&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE000A12UK57.csv', 'checksum': '68b69d3f416272af8051564e1c6f6d9f'}]",0,Finanzdienstleistungen,DE000A12UK57,-,Finanzsektor,uca-aktie,Inlandsaktie,UCA1
192,,1,http://www.ariva.de/quote/historic/historic.csv?secu=192&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=192&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0006910904.csv', 'checksum': '192d107a97fd8e2aaf7f248347aab52e'}]",,,DE0006910904,,,comparex_dtld_ag_o-n-aktie,,
29,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=29&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=29&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005102008.csv', 'checksum': 'cab115649927825707f1dfb7b3ccdfbb'}]",1988,Elektrotechnologie,DE0005102008,23.03.1999,Technologie,basler-aktie,Inlandsaktie,BSL
1251,,16,http://www.ariva.de/quote/historic/historic.csv?secu=1251&boerse_id=16&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=1251&boerse_id=16&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005085005.csv', 'checksum': '1a7139afc42dd39e7c7401d472321864'}]",,,DE0005085005,,,elexis-aktie,,
3263,,17,http://www.ariva.de/quote/historic/historic.csv?secu=3263&boerse_id=17&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=3263&boerse_id=17&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0006852809.csv', 'checksum': '83c08740b025e5604e712abaca33ad7a'}]",,,DE0006852809,,,eech_group-aktie,,
154,Niederlande,1,http://www.ariva.de/quote/historic/historic.csv?secu=154&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=154&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_NL0000233195.csv', 'checksum': 'cd244a46f4e7e2a58e279aaa59f9a876'}]",2000,Internetservice,NL0000233195,22.03.2000,Informationstechnologie,jubii_europe-aktie,Auslandsaktie,LCY
108,,1,http://www.ariva.de/quote/historic/historic.csv?secu=108&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=108&boerse_id=1&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005273007.csv', 'checksum': 'b9a80825cfaacbe09865267e326e945d'}]",,,DE0005273007,,,gedys_internet_products-aktie,,
226,Deutschland,131,http://www.ariva.de/quote/historic/historic.csv?secu=226&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=226&boerse_id=131&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE000A0XFWK2.csv', 'checksum': 'd67b5e3963859276059a58e666709af1'}]",1991,IT-Dienstleistungen,DE000A0XFWK2,19.05.1999,Informationstechnologie,shs_viveon-aktie,Inlandsaktie,SHWK
265,,6,http://www.ariva.de/quote/historic/historic.csv?secu=265&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=265&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005348403.csv', 'checksum': '173088ca66d0153e0c3ea3020fda43f3'}]",,,DE0005348403,,,tv-loonland-aktie,,
9,Deutschland,6,http://www.ariva.de/quote/historic/historic.csv?secu=9&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=9&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005110001.csv', 'checksum': 'b6f13bdf4ef2c4d7fd96b4c7095a39ae'}]",1959,IT-Dienstleistungen,DE0005110001,30.11.1998,Informationstechnologie,all_for_one_steeb-aktie,Inlandsaktie,A1OS
166,,83,http://www.ariva.de/quote/historic/historic.csv?secu=166&boerse_id=83&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=166&boerse_id=83&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0006622400.csv', 'checksum': '6d65b22a8cc6c4021c9650a800fbd014'}]",,,DE0006622400,,,mobilcom-aktie,,
2087,,16,http://www.ariva.de/quote/historic/historic.csv?secu=2087&boerse_id=16&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=2087&boerse_id=16&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_AT0000A0VCT2.csv', 'checksum': '7a22dddc2fa12197dd5c569f828edae2'}]",,,AT0000A0VCT2,,,biolitec-aktie,,
214,,5,http://www.ariva.de/quote/historic/historic.csv?secu=214&boerse_id=5&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=214&boerse_id=5&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0007020703.csv', 'checksum': '9f732c4345deee0197eaf08ced525478'}]",,,DE0007020703,,,ricardo-de_ag_o-n-aktie,,
1644,,0,http://www.ariva.de/quote/historic/historic.csv?secu=1644&boerse_id=0&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=1644&boerse_id=0&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005890503.csv', 'checksum': 'e8ddd78640b1e51244627c2e3c8482ec'}]",,,DE0005890503,,,gontard-metallbank-aktie,,
2090,,6,http://www.ariva.de/quote/historic/historic.csv?secu=2090&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download,"[{'url': 'http://www.ariva.de/quote/historic/historic.csv?secu=2090&boerse_id=6&clean_split=1&clean_payout=1&clean_bezug=1&min_time=2000-01-01&max_time=2019-08-14&trenner=%3B&go=Download', 'path': 'isin_DE0005429906.csv', 'checksum': 'ba35948bf65f859003844464828ef05c'}]",,,DE0005429906,,,heiler_software-aktie,,
