Datum;Erster;Hoch;Tief;Schlusskurs;Vol. (nom.);Volumen
2019-05-03;101,02;101,02;100,80;100,80;0;0
2019-05-02;100,71;101,00;100,71;100,77;0;0
2019-04-30;101,10;101,50;101,08;101,08;20.000;20.300
2019-04-29;100,71;100,76;100,71;100,76;0;0
2019-04-26;101,02;101,02;100,50;100,71;0;0
2019-04-25;100,93;101,02;100,93;101,02;0;0
2019-04-24;101,25;101,50;100,93;101,00;15.000;15.225
2019-04-23;101,40;101,40;101,20;101,20;0;0
2019-04-18;102,00;102,00;102,00;102,00;0;0
2019-04-17;100,92;101,00;100,87;101,00;0;0
2019-04-16;100,77;101,35;100,77;101,35;0;0
2019-04-12;100,95;100,95;100,81;100,90;0;0
2019-04-11;101,30;101,30;100,70;100,75;0;0
2019-04-10;100,90;101,03;100,90;100,95;0;0
2019-04-09;100,90;101,49;100,86;101,40;31.000;31.452
2019-04-08;101,00;101,45;100,85;100,90;0;0
2019-04-05;100,80;101,15;100,70;100,85;0;0
2019-04-04;102,50;102,50;100,70;100,70;2.000;2.050
2019-04-03;101,40;101,40;101,05;101,10;0;0
2019-04-02;101,40;101,60;101,40;101,40;0;0
2019-04-01;101,65;102,00;101,65;102,00;0;0
2019-03-29;101,56;101,56;101,56;101,56;0;0
2019-03-28;101,56;101,56;101,56;101,56;0;0
2019-03-27;101,80;101,80;101,56;101,56;0;0
2019-03-26;101,76;101,80;101,50;101,80;0;0
2019-03-25;101,90;102,11;101,76;101,76;0;0
2019-03-22;102,25;102,25;101,90;101,90;0;0
2019-03-21;102,11;102,25;102,11;102,25;0;0
2019-03-20;102,11;102,75;102,11;102,75;0;0
2019-03-19;101,66;102,81;101,66;102,00;0;0
2019-03-18;102,55;102,55;101,66;101,66;0;0
2019-03-15;101,66;102,51;101,66;102,51;0;0
2019-03-14;101,36;102,89;101,36;101,66;2.000;2.058
2019-03-13;101,56;101,56;101,50;101,50;0;0
2019-03-12;103,98;103,98;101,50;101,76;8.000;8.318
2019-03-11;101,50;101,50;101,50;101,50;0;0
2019-03-08;101,00;102,01;101,00;102,01;0;0
2019-03-07;101,80;101,80;101,21;101,21;0;0
2019-03-06;101,80;102,05;101,80;101,80;0;0
2019-03-05;102,00;102,00;101,80;101,80;0;0
2019-03-04;101,00;102,00;101,00;102,00;0;0
2019-03-01;100,51;101,50;100,51;101,25;0;0
2019-02-28;101,50;101,75;101,50;101,50;0;0
2019-02-27;101,86;101,87;101,05;101,50;0;0
2019-02-26;101,91;101,91;101,50;101,55;0;0
2019-02-25;101,41;101,41;101,06;101,06;16.000;16.226
2019-02-22;102,50;102,50;102,50;102,50;0;0
2019-02-21;102,50;102,50;102,50;102,50;0;0
2019-02-20;100,50;102,50;100,50;102,50;7.000;7.175
2019-02-19;101,00;102,25;101,00;101,00;0;0
2019-02-18;102,50;102,50;102,50;102,50;0;0
2019-02-15;102,50;102,50;102,50;102,50;0;0
2019-02-14;102,45;102,49;102,45;102,49;10.000;10.245
2019-02-13;102,45;102,45;102,45;102,45;0;0
2019-02-12;102,45;102,45;102,45;102,45;0;0
2019-02-11;102,45;102,45;102,45;102,45;0;0
2019-02-08;102,50;102,50;102,50;102,50;0;0
2019-02-07;102,78;103,00;102,50;102,50;0;0
2019-02-06;102,50;102,75;102,50;102,71;0;0
2019-02-05;102,79;102,79;102,79;102,79;0;0
2019-02-04;102,50;103,00;102,50;102,80;40.000;41.200
2019-02-01;102,45;102,60;102,45;102,50;24.000;24.612
2019-01-31;102,50;102,70;102,50;102,70;0;0
2019-01-30;102,50;102,75;102,50;102,50;0;0
2019-01-29;102,50;102,50;102,50;102,50;0;0
2019-01-28;102,50;102,50;102,50;102,50;0;0
2019-01-25;102,50;102,56;102,50;102,50;0;0
2019-01-24;102,50;102,50;102,50;102,50;0;0
2019-01-23;102,50;102,50;102,50;102,50;0;0
2019-01-22;102,50;102,50;102,50;102,50;0;0
2019-01-21;102,90;102,95;102,50;102,50;0;0
2019-01-18;102,50;102,50;102,50;102,50;0;0
