Datum;Erster;Hoch;Tief;Schlusskurs;Vol. (nom.);Volumen
2019-07-19;18,984;18,991;16,48;16,48;0;0
2019-07-18;18,17;19,009;18,17;19,009;0;0
2019-07-17;19,146;19,146;19,146;19,146;0;0
2019-07-16;19,34;19,34;19,217;19,217;0;0
2019-07-15;19,237;19,237;19,213;19,213;0;0
2019-07-12;19,487;19,487;19,227;19,227;0;0
2019-07-11;20,51;20,51;19,484;19,534;0;0
2019-07-10;20,248;20,292;20,248;20,292;0;0
2019-07-09;20,121;20,222;20,121;20,222;0;0
2019-07-08;20,248;20,248;20,235;20,235;0;0
2019-07-05;20,287;20,287;20,287;20,287;0;0
2019-07-04;20,927;20,927;20,267;20,267;0;0
2019-07-03;20,799;20,799;20,793;20,793;0;0
2019-07-02;20,00;20,778;19,33;20,778;0;0
2019-07-01;20,46;20,867;19,12;20,867;0;0
2019-06-28;21,85;21,86;21,57;21,57;0;0
2019-06-27;22,529;22,674;22,529;22,529;0;0
2019-06-26;22,689;22,795;22,689;22,713;0;0
2019-06-25;22,16;22,745;19,75;22,745;0;0
2019-06-24;22,50;22,663;22,50;22,663;0;0
2019-06-21;22,691;22,756;21,28;22,756;0;0
2019-06-20;21,97;22,709;21,97;22,685;0;0
2019-06-19;22,682;22,711;22,682;22,711;0;0
2019-06-18;22,50;22,50;21,72;21,72;0;0
2019-06-17;20,80;22,709;20,80;22,709;0;0
2019-06-14;22,879;22,879;22,746;22,746;0;0
2019-06-13;22,931;22,931;22,931;22,931;0;0
2019-06-12;20,44;22,932;20,44;20,87;0;0
2019-06-11;22,00;23,151;22,00;22,868;0;0
2019-06-07;20,16;20,16;20,16;20,16;0;0
2019-06-06;23,319;23,319;23,27;23,27;0;0
2019-06-05;23,323;23,323;23,323;23,323;0;0
2019-06-04;23,74;23,74;23,74;23,74;0;0
2019-06-03;20,82;23,649;20,82;23,649;0;0
2019-05-31;23,764;23,764;23,764;23,764;0;0
2019-05-30;23,66;23,66;23,651;23,651;0;0
2019-05-29;23,736;23,736;23,651;23,651;0;0
2019-05-28;21,58;23,97;21,37;23,97;0;0
2019-05-27;20,87;20,87;20,61;20,61;0;0
2019-05-24;21,76;23,899;21,76;23,899;0;0
2019-05-23;23,95;23,95;23,929;23,929;0;0
2019-05-22;23,906;23,982;23,906;23,982;0;0
2019-05-21;21,89;24,095;21,89;23,774;0;0
2019-05-20;23,20;23,968;23,20;23,966;0;0
2019-05-17;23,839;24,115;23,839;23,969;0;0
2019-05-16;24,114;24,137;24,114;24,137;0;0
2019-05-15;24,157;24,157;24,037;24,037;0;0
2019-05-14;24,00;24,148;24,00;24,054;0;0
2019-05-13;23,42;24,014;23,42;24,014;0;0
2019-05-10;24,804;24,881;24,788;24,792;0;0
2019-05-09;25,064;25,064;25,064;25,064;0;0
2019-05-08;23,50;25,022;23,12;23,12;0;0
2019-05-07;25,76;25,76;24,978;25,023;0;0
2019-05-06;23,25;23,25;23,25;23,25;0;0
2019-05-03;25,50;25,50;24,312;25,044;0;0
2019-05-02;25,763;25,763;24,378;24,724;0;0
2019-04-30;26,00;26,01;26,00;26,00;0;0
2019-04-29;26,00;26,00;26,00;26,00;0;0
2019-04-26;26,00;26,01;26,00;26,00;0;0
2019-04-25;26,01;26,01;26,00;26,00;0;0
2019-04-24;26,01;26,01;26,00;26,00;0;0
2019-04-23;26,00;26,00;26,00;26,00;0;0
2019-04-18;26,00;26,00;26,00;26,00;0;0
2019-04-17;26,00;26,00;26,00;26,00;0;0
2019-04-16;26,00;26,00;26,00;26,00;0;0
2019-04-15;26,00;26,00;26,00;26,00;0;0
2019-04-12;26,30;26,30;26,00;26,00;0;0
2019-04-11;26,30;26,30;26,30;26,30;0;0
2019-04-10;26,01;26,01;26,00;26,00;0;0
2019-04-09;26,00;26,00;25,84;26,00;0;0
2019-04-08;25,644;25,84;25,644;25,84;0;0
2019-04-05;26,266;27,01;26,064;27,01;0;0
2019-04-04;27,01;27,01;26,222;26,222;0;0
2019-04-03;26,34;26,51;26,34;26,34;0;0
2019-04-02;27,00;27,01;26,34;26,34;0;0
2019-04-01;25,00;27,01;25,00;27,01;0;0
2019-03-29;27,00;27,00;26,01;26,01;0;0
2019-03-28;28,01;28,01;26,51;26,51;0;0
2019-03-27;29,01;29,01;27,01;27,01;0;0
2019-03-26;26,50;29,26;26,50;29,26;0;0
2019-03-25;29,51;30,59;27,887;28,147;0;0
2019-03-22;31,38;31,38;29,84;29,84;0;0
2019-03-21;31,88;31,88;30,59;30,93;0;0
2019-03-20;30,25;31,42;29,84;29,84;0;0
2019-03-19;30,50;31,42;30,25;30,285;0;0
2019-03-18;30,50;31,58;30,50;31,42;0;0
2019-03-15;31,88;31,88;30,505;30,505;0;0
