Datum;Erster;Hoch;Tief;Schlusskurs;Vol. (nom.);Volumen
2019-08-14;103,899;103,899;103,899;103,899;4.000;4.156
2019-08-13;103,999;103,999;103,551;103,551;22.000;22.808
2019-08-12;103,899;103,899;103,899;103,899;16.000;16.624
2019-08-09;103,551;103,551;103,551;103,551;10.000;10.355
2019-08-06;103,949;103,949;103,949;103,949;10.000;10.395
2019-08-02;103,701;103,90;103,701;103,701;16.000;16.604
2019-07-31;103,899;103,899;103,899;103,899;5.000;5.195
2019-07-30;103,551;103,551;103,551;103,551;13.000;13.462
2019-07-29;103,676;103,676;103,676;103,676;10.000;10.368
2019-07-25;103,999;103,999;103,60;103,60;17.000;17.637
2019-07-19;103,879;103,879;103,879;103,879;2.000;2.078
2019-07-18;103,701;103,879;103,701;103,879;21.000;21.786
2019-07-17;103,999;103,999;103,75;103,75;18.000;18.698
2019-07-16;103,999;103,999;103,501;103,899;46.000;47.724
2019-07-15;103,819;104,00;103,819;104,00;33.000;34.293
2019-07-12;103,521;103,819;103,45;103,819;54.000;55.954
2019-07-11;103,999;104,00;103,50;103,50;100.000;103.899
2019-07-10;103,06;103,06;103,06;103,06;32.000;32.979
2019-07-09;103,999;103,999;103,999;103,999;1.000;1.040
2019-07-08;103,501;103,999;103,501;103,999;30.000;31.100
2019-07-04;103,96;103,96;103,96;103,96;10.000;10.396
2019-07-03;104,21;104,21;103,50;103,50;22.000;22.784
2019-06-26;103,49;104,07;103,49;104,07;11.000;11.413
2019-06-25;103,50;104,249;103,50;104,00;35.000;36.285
2019-06-24;103,949;103,949;103,949;103,949;10.000;10.395
2019-06-21;103,80;103,80;103,80;103,80;5.000;5.190
2019-06-12;103,635;103,635;103,635;103,635;4.000;4.145
2019-06-11;102,92;103,635;102,92;103,635;12.000;12.407
2019-06-06;103,125;103,125;103,125;103,125;4.000;4.125
2019-06-05;103,125;103,125;103,125;103,125;5.000;5.156
2019-06-04;103,50;103,50;102,901;102,901;44.000;45.303
2019-05-31;104,549;104,549;104,549;104,549;2.000;2.091
2019-05-30;104,00;104,00;104,00;104,00;2.000;2.080
2019-05-29;104,049;104,049;104,049;104,049;5.000;5.202
2019-05-28;103,849;103,90;103,849;103,90;44.000;45.699
2019-05-24;103,50;103,50;103,50;103,50;25.000;25.875
2019-05-23;104,299;104,299;103,401;103,401;30.000;31.146
2019-05-22;104,299;104,299;104,299;104,299;9.000;9.387
2019-05-21;103,401;103,401;103,401;103,401;16.000;16.544
2019-05-17;103,85;104,00;102,96;103,899;39.000;40.417
2019-05-16;103,85;103,85;103,85;103,85;3.000;3.116
2019-05-13;103,76;103,80;103,76;103,76;23.000;23.866
2019-05-10;104,50;104,50;104,50;104,50;2.000;2.090
2019-05-09;104,011;104,011;104,011;104,011;10.000;10.401
2019-05-08;103,76;104,031;103,76;104,031;55.000;57.145
