Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2014-08-12;821,26;821,50;811,61;812,64;3.259.525.632
2014-08-11;807,69;823,37;807,69;822,11;3.607.469.056
2014-08-08;808,97;809,97;797,02;806,14;4.458.553.344
2014-08-07;814,00;819,13;808,76;809,24;4.348.844.032
2014-08-06;819,18;819,18;808,34;816,43;4.286.139.904
2014-08-05;821,44;826,10;819,63;822,21;3.743.391.232
2014-08-04;825,77;826,54;817,79;819,54;3.843.408.128
2014-08-01;838,12;839,16;821,42;824,44;6.286.833.152
2014-07-31;857,71;857,71;840,09;840,72;5.945.076.736
2014-07-30;862,30;865,87;856,04;857,46;3.425.868.288
2014-07-29;858,97;866,03;856,76;862,85;3.301.768.960
2014-07-28;864,29;864,79;852,69;858,38;3.592.770.048
2014-07-25;873,50;875,95;861,67;863,18;3.442.920.448
2014-07-24;873,50;877,27;866,40;875,79;3.259.881.216
2014-07-23;868,52;876,10;868,52;872,24;3.061.255.168
2014-07-22;864,51;870,48;863,35;870,40;3.040.981.248
2014-07-21;869,11;869,28;859,36;860,46;3.044.717.824
2014-07-18;870,50;870,50;864,33;869,69;5.453.344.768
2014-07-17;877,82;879,87;871,67;872,89;3.703.858.176
2014-07-16;871,53;881,84;871,14;881,05;3.132.767.488
2014-07-15;873,74;875,13;868,70;869,30;3.203.752.704
2014-07-14;867,57;876,10;867,57;875,45;2.542.274.560
2014-07-11;866,09;868,51;861,85;865,12;3.004.803.328
2014-07-10;876,32;876,32;860,65;864,26;4.115.392.000
2014-07-09;875,44;877,42;872,37;876,81;3.051.626.752
2014-07-08;887,39;887,79;874,67;874,67;3.576.024.064
2014-07-07;894,68;895,67;886,65;886,65;2.764.991.232
2014-07-04;897,46;897,70;895,57;895,64;2.342.007.296
2014-07-03;887,77;897,60;887,58;897,56;3.460.343.296
2014-07-02;887,29;889,37;885,89;887,73;2.942.254.336
2014-07-01;883,08;886,56;880,82;886,56;2.857.280.512
2014-06-30;880,73;885,49;878,67;881,17;3.229.863.680
2014-06-27;879,12;881,05;877,63;879,72;2.948.804.864
2014-06-26;885,09;885,84;874,71;878,54;3.761.309.440
2014-06-25;885,51;887,50;880,64;883,20;3.648.329.216
2014-06-24;889,52;891,03;887,10;889,90;2.770.480.896
2014-06-23;894,32;895,24;886,39;888,84;3.025.124.352
2014-06-20;895,35;899,69;894,73;894,73;7.683.891.712
2014-06-19;893,69;897,50;893,64;895,87;3.684.142.336
2014-06-18;890,28;892,23;889,11;889,73;3.148.083.200
2014-06-17;887,46;893,43;883,94;888,67;3.094.866.688
2014-06-16;885,49;888,45;884,39;885,19;2.758.758.144
2014-06-13;890,00;890,32;881,07;887,95;3.445.411.072
2014-06-12;891,47;893,54;889,90;891,38;3.233.556.992
2014-06-11;897,83;897,91;889,15;891,52;3.624.028.672
2014-06-10;896,26;898,65;895,20;898,32;3.102.705.408
2014-06-09;895,65;896,94;895,02;896,92;1.863.364.480
2014-06-06;890,77;895,82;890,62;894,91;3.831.599.872
2014-06-05;888,11;895,45;886,20;890,52;5.088.354.304
2014-06-04;886,71;888,22;883,10;888,22;3.323.947.520
2014-06-03;891,13;891,13;885,06;887,76;2.894.724.352
2014-06-02;892,62;893,95;887,79;890,91;2.612.051.200
2014-05-30;888,85;891,81;888,45;889,90;3.952.801.280
2014-05-29;889,58;890,64;887,58;889,48;2.111.763.072
2014-05-28;890,31;890,84;885,95;889,28;3.240.218.624
2014-05-27;884,84;890,27;884,32;889,43;3.464.675.840
2014-05-26;878,55;885,14;878,47;885,13;2.343.414.784
2014-05-23;870,27;874,70;868,60;874,18;2.896.449.792
2014-05-22;869,21;870,54;867,12;869,62;2.807.743.232
2014-05-21;860,24;867,88;857,49;866,99;3.438.287.616
2014-05-20;863,25;865,62;860,29;861,92;3.190.892.544
2014-05-19;859,88;864,47;853,42;863,26;3.924.753.152
2014-05-16;862,64;864,18;856,14;860,21;4.786.077.184
2014-05-15;873,18;876,66;861,43;863,48;5.181.672.960
2014-05-14;873,63;873,96;870,81;872,10;3.482.629.376
2014-05-13;872,90;875,28;870,97;872,35;4.179.035.648
2014-05-12;861,03;869,41;860,09;869,04;3.618.146.560
2014-05-09;858,97;860,07;856,32;858,54;3.545.302.528
2014-05-08;854,22;861,00;850,91;860,16;4.632.428.032
2014-05-07;845,13;854,48;843,83;851,73;4.359.040.512
2014-05-06;856,18;856,61;845,88;847,91;3.784.916.224
2014-05-05;853,67;854,30;842,73;852,68;2.977.820.928
2014-05-02;859,78;860,39;853,66;855,29;4.011.400.960
2014-04-30;855,67;859,01;855,11;858,51;4.167.055.360
2014-04-29;848,91;858,05;848,75;857,18;4.114.080.256
2014-04-28;843,91;850,36;842,89;846,01;3.259.565.056
2014-04-25;850,36;851,08;840,26;842,79;3.522.147.584
2014-04-24;859,28;863,60;844,52;855,40;4.047.492.608
2014-04-23;860,26;860,65;854,69;855,11;3.202.301.952
2014-04-22;845,93;859,90;845,93;859,89;3.621.434.368
2014-04-17;835,64;843,93;832,76;843,33;4.131.190.016
2014-04-16;827,76;835,10;827,19;835,10;3.749.447.936
2014-04-15;834,81;837,16;821,61;821,92;4.086.269.696
2014-04-14;830,79;836,26;825,40;836,26;4.077.556.224
2014-04-11;844,81;844,83;831,71;836,24;4.494.987.264
2014-04-10;856,36;859,59;847,89;848,42;3.915.348.480
2014-04-09;850,27;855,41;850,27;852,75;3.602.434.816
2014-04-08;854,41;854,41;841,56;849,80;4.156.867.328
2014-04-07;864,98;865,19;852,11;853,09;3.794.370.000
2014-04-04;864,51;871,14;864,04;869,05;3.513.755.136
2014-04-03;863,89;868,21;860,51;863,52;3.614.025.984
2014-04-02;862,94;864,88;861,91;863,09;3.414.446.592
2014-04-01;859,81;863,29;858,47;861,22;3.469.189.888
2014-03-31;861,13;862,36;855,29;856,42;3.434.423.296
2014-03-28;850,66;858,09;849,97;858,09;3.597.197.056
2014-03-27;845,23;848,23;842,74;846,94;3.301.017.600
2014-03-26;839,53;850,26;839,53;846,76;3.690.417.152
2014-03-25;828,11;839,89;828,11;837,64;3.774.782.976
2014-03-24;839,12;840,10;824,87;825,13;4.059.863.808
2014-03-21;835,60;841,64;835,00;838,72;7.976.113.664
2014-03-20;830,72;835,49;824,81;835,49;4.695.716.864
2014-03-19;833,55;838,80;830,83;835,20;4.518.035.968
2014-03-18;826,73;838,33;821,24;832,50;4.518.480.896
2014-03-17;814,23;827,72;813,79;826,91;4.145.651.456
2014-03-14;808,01;817,37;803,44;814,90;6.284.881.408
2014-03-13;827,95;830,39;812,88;812,89;4.982.478.848
2014-03-12;833,91;834,47;823,16;826,95;4.497.761.280
2014-03-11;836,91;843,39;834,31;837,90;3.397.668.352
2014-03-10;838,57;845,04;830,82;834,84;4.072.647.680
2014-03-07;857,61;858,42;842,05;842,41;4.650.618.880
2014-03-06;861,12;861,56;855,62;858,26;4.239.495.680
2014-03-05;858,86;862,05;857,10;857,52;3.637.166.848
2014-03-04;844,35;860,78;844,25;860,78;4.586.164.736
2014-03-03;858,56;858,56;840,77;840,77;5.680.350.208
2014-02-28;861,78;869,31;858,83;869,31;4.266.010.368
2014-02-27;866,51;867,40;852,98;860,52;4.326.885.376
2014-02-26;870,44;871,19;862,65;866,37;3.856.688.640
2014-02-25;870,57;870,63;864,24;869,80;4.222.268.928
2014-02-24;865,90;870,61;861,94;870,60;3.998.034.944
2014-02-21;866,29;867,44;861,99;866,79;3.611.989.504
2014-02-20;865,09;865,10;853,86;863,19;4.233.497.856
2014-02-19;865,93;869,84;861,73;867,33;3.167.924.992
2014-02-18;868,41;869,68;863,69;867,27;3.014.070.016
2014-02-17;866,64;868,89;866,03;867,39;2.228.599.552
2014-02-14;861,64;867,97;861,16;866,57;3.821.151.232
2014-02-13;854,51;860,87;851,20;860,87;3.758.917.376
2014-02-12;852,79;860,55;852,79;856,31;4.176.919.296
2014-02-11;838,03;850,70;837,79;850,70;3.843.308.288
2014-02-10;838,24;839,76;834,84;835,32;3.025.384.192
2014-02-07;833,06;837,27;829,94;835,72;4.187.493.888
2014-02-06;820,03;833,11;820,03;831,75;5.563.034.624
2014-02-05;817,96;822,22;816,35;819,07;4.365.888.512
2014-02-04;821,48;822,69;814,01;819,57;5.059.591.168
2014-02-03;836,20;838,26;823,48;824,14;4.509.631.488
2014-01-31;836,98;837,97;822,71;834,36;5.328.544.256
2014-01-30;837,60;842,91;831,01;839,72;4.196.022.528
2014-01-29;846,84;854,83;827,90;837,15;5.808.132.608
2014-01-28;840,83;844,63;838,56;843,29;4.691.524.608
2014-01-27;841,56;841,56;834,05;836,82;5.549.139.968
2014-01-24;864,47;865,42;840,92;841,90;6.016.881.152
2014-01-23;868,54;871,32;860,47;863,11;4.676.335.104
2014-01-22;872,87;874,34;866,94;870,64;4.020.744.192
2014-01-21;871,36;876,11;869,96;871,20;3.766.886.912
2014-01-20;870,43;871,45;867,11;869,94;3.287.944.704
2014-01-17;870,12;875,68;869,21;872,16;5.875.151.360
2014-01-16;871,63;872,02;868,56;869,96;3.947.527.168
2014-01-15;857,28;871,73;857,28;870,80;5.218.107.904
2014-01-14;849,78;854,76;842,47;854,76;4.351.457.280
2014-01-13;850,68;853,61;848,82;853,31;3.752.336.384
2014-01-10;847,60;853,85;846,82;849,45;4.264.911.616
2014-01-09;849,59;854,55;843,10;844,53;4.371.401.216
2014-01-08;850,32;851,72;848,20;850,26;3.937.515.264
2014-01-07;844,32;851,64;843,65;850,69;3.460.317.952
2014-01-06;844,14;847,90;842,57;844,56;2.489.257.984
2014-01-03;842,17;846,36;838,96;845,20;2.668.001.024
2014-01-02;855,10;858,69;840,80;841,29;4.014.462.720
2013-12-30;856,07;856,14;853,12;853,14;1.700.444.160
2013-12-27;850,54;855,98;850,54;855,98;2.426.564.864
2013-12-23;843,08;847,56;842,77;847,56;2.383.637.248
2013-12-20;837,15;841,17;836,65;840,23;7.301.468.672
2013-12-19;824,21;836,62;824,12;834,93;4.380.102.144
2013-12-18;818,15;823,17;817,76;822,26;3.581.342.976
2013-12-17;818,59;820,31;814,39;814,39;3.045.775.104
2013-12-16;805,79;821,60;805,65;819,85;3.872.048.640
2013-12-13;808,34;810,02;805,83;806,97;2.930.162.944
2013-12-12;810,32;811,55;806,02;808,04;3.533.060.864
2013-12-11;815,79;820,44;813,20;813,99;2.914.948.352
2013-12-10;822,46;826,10;815,20;817,22;3.170.408.960
2013-12-09;824,73;825,45;821,58;823,56;2.809.421.056
2013-12-06;816,46;822,64;814,28;821,14;3.532.257.792
2013-12-05;816,52;821,04;813,72;813,78;3.671.819.008
2013-12-04;827,07;827,89;813,96;818,78;4.433.000.448
2013-12-03;841,37;841,70;825,73;825,73;4.771.742.720
2013-12-02;842,84;843,24;840,12;841,59;3.085.238.272
2013-11-29;839,19;843,02;838,96;841,59;2.899.728.128
2013-11-28;837,69;840,85;837,43;839,77;2.351.771.648
2013-11-27;833,43;837,70;832,65;836,95;2.674.830.592
2013-11-26;833,02;834,33;831,66;832,11;4.003.765.760
2013-11-25;827,92;834,64;827,92;833,01;3.396.820.736
2013-11-22;825,21;827,22;822,33;826,22;3.242.953.216
2013-11-21;821,81;825,39;818,24;824,22;3.200.733.440
2013-11-20;823,63;827,44;821,92;825,16;2.996.986.880
2013-11-19;824,47;825,94;822,73;824,51;3.088.539.392
2013-11-18;820,42;828,97;819,78;826,88;3.794.100.480
2013-11-15;820,18;823,15;818,55;821,78;4.256.899.072
2013-11-14;816,49;819,88;816,18;819,84;4.174.449.408
2013-11-13;811,98;813,41;805,38;811,43;3.784.974.336
2013-11-12;817,03;818,51;813,96;814,01;3.436.214.528
2013-11-11;815,33;818,40;813,44;817,21;2.840.647.680
2013-11-08;811,73;814,10;806,92;814,09;3.968.496.128
2013-11-07;811,15;824,45;811,05;815,01;5.687.142.912
2013-11-06;810,92;814,58;810,86;812,75;3.329.218.560
2013-11-05;812,95;812,95;805,85;809,33;3.950.950.400
2013-11-04;810,92;812,78;810,53;811,76;2.741.894.912
2013-11-01;811,00;812,02;807,67;808,94;2.522.611.456
2013-10-31;806,34;810,63;806,04;810,48;3.969.012.224
2013-10-30;808,18;812,74;807,16;808,26;3.551.422.976
2013-10-29;804,37;808,16;803,93;808,16;3.232.735.232
2013-10-28;807,88;808,06;802,52;804,77;2.753.797.632
2013-10-25;803,18;807,01;802,45;805,53;3.181.721.856
2013-10-24;803,04;805,62;803,03;805,22;3.466.963.712
2013-10-23;799,92;801,39;798,58;800,42;3.121.823.488
2013-10-22;796,00;805,93;794,98;802,76;4.177.601.792
2013-10-21;792,59;796,99;792,54;796,41;3.357.696.256
2013-10-18;792,22;795,12;789,77;795,11;6.059.173.888
2013-10-17;790,61;790,79;785,72;789,62;3.419.706.880
2013-10-16;788,07;792,40;786,05;791,85;3.555.784.960
2013-10-15;783,72;789,81;783,72;788,75;3.672.799.232
2013-10-14;778,56;781,25;777,22;781,25;2.283.368.192
2013-10-11;779,51;781,36;778,88;781,25;3.244.215.296
2013-10-10;767,34;778,30;766,28;778,06;3.929.540.096
2013-10-09;765,98;769,31;761,55;763,74;3.086.264.832
2013-10-08;770,29;771,49;767,38;767,51;2.904.584.448
2013-10-07;770,21;771,12;763,56;770,30;3.076.765.952
2013-10-04;770,32;774,09;768,74;772,98;2.869.791.488
2013-10-03;774,58;775,46;770,61;771,16;2.117.625.600
2013-10-02;776,09;776,73;770,37;773,73;3.212.944.896
2013-10-01;772,49;778,50;772,29;778,41;3.338.321.408
2013-09-30;771,38;771,38;766,66;770,59;3.087.628.800
2013-09-27;776,17;778,01;771,87;775,91;2.588.049.408
2013-09-26;776,81;777,46;772,67;775,78;2.962.628.096
2013-09-25;774,45;776,31;771,30;775,72;3.365.108.992
2013-09-24;773,84;776,04;773,14;775,49;2.997.031.168
2013-09-23;776,94;778,00;770,83;773,15;3.418.229.504
2013-09-20;778,19;779,08;775,49;776,20;9.619.859.456
2013-09-19;775,77;784,46;775,67;778,06;5.227.728.896
2013-09-18;772,10;774,03;770,10;773,83;3.286.444.288
2013-09-17;771,46;771,72;769,61;770,48;3.185.157.888
2013-09-16;765,14;773,07;765,14;772,42;3.640.552.448
2013-09-13;760,18;764,04;759,41;763,36;3.117.096.704
2013-09-12;762,83;763,44;759,58;761,86;3.463.573.248
2013-09-11;758,53;762,45;758,46;762,03;3.366.926.848
2013-09-10;747,91;759,01;747,85;758,00;4.496.568.832
2013-09-09;742,76;745,97;740,91;743,60;2.840.344.832
2013-09-06;739,65;744,19;735,58;743,06;4.203.681.536
2013-09-05;737,60;742,04;734,79;740,46;3.692.498.432
2013-09-04;737,36;737,43;728,39;736,69;3.067.222.784
2013-09-03;742,47;742,79;733,49;735,81;3.173.469.440
2013-09-02;730,97;743,03;730,82;741,21;2.406.103.296
2013-08-30;736,10;736,83;728,73;728,73;3.193.211.648
2013-08-29;733,86;736,36;731,13;736,11;2.535.961.856
2013-08-28;736,82;737,01;726,98;732,20;3.671.938.048
2013-08-27;753,20;755,66;740,13;740,14;3.909.790.208
2013-08-26;756,54;757,17;753,03;756,98;1.513.370.624
2013-08-23;753,64;757,36;751,10;755,86;2.424.904.704
2013-08-22;743,95;755,69;743,95;753,80;2.899.856.384
2013-08-21;745,09;746,01;742,50;744,03;2.280.946.688
2013-08-20;746,38;746,38;740,87;745,24;3.196.847.104
2013-08-19;752,70;752,70;747,87;750,99;2.361.519.360
2013-08-16;749,73;753,61;748,18;753,05;3.290.080.768
2013-08-15;756,06;756,13;746,41;751,71;2.730.370.816
2013-08-14;755,67;758,89;754,02;757,45;2.985.753.088
2013-08-13;752,82;757,14;752,57;755,09;3.204.034.816
2013-08-12;748,74;750,94;740,55;750,27;2.806.870.292
2013-08-09;747,47;750,81;743,86;748,30;2.935.453.184
2013-08-08;741,58;747,71;740,78;746,16;3.688.166.400
2013-08-07;741,74;742,09;738,40;741,00;3.149.920.256
2013-08-06;751,33;754,45;741,38;743,89;4.372.346.368
2013-08-05;752,59;753,68;749,07;751,60;2.528.169.984
2013-08-02;753,17;753,25;749,01;751,51;2.897.575.168
2013-08-01;743,31;751,74;743,31;751,74;3.997.412.864
2013-07-31;736,83;741,50;735,60;740,14;4.211.502.336
2013-07-30;740,89;744,05;738,07;739,69;4.276.422.144
2013-07-29;739,04;742,85;736,93;737,93;2.671.684.096
2013-07-26;743,99;745,58;734,41;736,43;3.147.508.480
2013-07-25;746,22;746,22;737,91;740,93;4.166.969.088
2013-07-24;742,69;749,58;741,89;746,84;3.668.015.872
2013-07-23;743,87;745,44;740,68;741,35;2.653.167.872
2013-07-22;744,05;745,96;741,19;742,80;2.584.385.792
2013-07-19;741,59;743,69;739,55;743,12;4.701.075.456
2013-07-18;734,98;743,71;733,35;743,71;3.383.538.432
2013-07-17;732,84;737,12;726,66;736,01;2.884.558.848
2013-07-16;736,14;736,55;730,39;732,04;2.413.176.320
2013-07-15;734,15;737,76;732,72;734,79;2.386.119.936
2013-07-12;731,40;735,52;730,83;733,04;3.526.412.800
2013-07-11;724,84;730,52;724,84;728,87;3.319.046.912
2013-07-10;719,64;722,34;715,15;721,23;2.265.384.192
2013-07-09;715,56;722,61;715,56;720,60;3.463.687.168
2013-07-08;702,79;716,35;702,79;712,67;3.060.183.296
2013-07-05;715,78;717,61;699,12;699,12;4.102.037.760
2013-07-04;704,04;715,54;703,39;714,31;3.831.589.632
2013-07-03;704,45;704,45;692,73;700,24;3.953.477.376
2013-07-02;714,28;714,28;704,55;707,40;3.455.147.776
2013-07-01;711,21;716,23;705,84;713,27;3.618.578.688
2013-06-28;715,22;717,15;706,28;710,59;4.047.252.224
2013-06-27;709,77;716,29;707,12;713,50;3.917.474.816
2013-06-26;697,72;709,78;697,15;708,31;4.337.860.608
2013-06-25;689,54;699,60;688,70;697,37;4.113.224.192
2013-06-24;695,46;698,62;684,80;686,68;5.042.528.256
2013-06-21;709,17;713,41;696,46;696,47;8.724.785.152
2013-06-20;727,75;727,92;707,29;708,58;5.421.551.616
2013-06-19;735,36;737,85;728,55;731,29;3.164.938.240
2013-06-18;730,94;734,44;729,33;733,67;2.827.107.328
2013-06-17;728,07;735,95;728,07;732,13;2.940.967.936
2013-06-14;723,95;729,53;723,42;724,93;3.048.407.040
2013-06-13;723,86;724,02;710,87;721,42;4.116.706.304
2013-06-12;730,37;733,73;724,08;725,71;3.540.230.400
2013-06-11;734,81;735,17;724,99;731,53;3.622.161.920
2013-06-10;733,48;742,47;733,48;738,91;2.978.991.616
2013-06-07;723,77;736,28;716,45;734,29;4.319.526.912
2013-06-06;729,10;733,24;722,00;722,00;3.462.934.784
2013-06-05;734,01;738,09;729,32;729,90;3.466.663.424
2013-06-04;741,60;745,51;737,05;738,65;3.275.983.872
2013-06-03;739,97;746,16;731,72;737,38;3.828.576.512
2013-05-31;746,05;747,14;738,96;743,16;4.922.543.616
2013-05-30;741,00;748,24;739,68;747,22;3.035.441.664
2013-05-29;750,97;751,56;741,09;742,31;3.690.441.984
2013-05-28;748,37;757,91;748,37;754,57;3.850.291.712
2013-05-27;742,23;746,02;742,09;745,78;1.698.508.928
2013-05-24;745,43;745,83;735,94;739,33;4.089.151.488
2013-05-23;757,86;757,86;736,66;742,70;4.861.239.296
2013-05-22;752,59;760,09;750,34;758,22;3.978.191.872
2013-05-21;751,25;753,44;747,26;753,44;3.883.729.408
2013-05-20;749,08;752,00;747,70;752,00;2.621.135.616
2013-05-17;743,29;747,16;740,72;746,49;6.050.855.936
2013-05-16;742,61;746,50;740,46;744,17;3.915.317.760
2013-05-15;741,30;743,96;738,66;743,60;4.146.365.184
2013-05-14;737,62;741,42;732,64;741,42;3.902.853.120
2013-05-13;736,14;737,39;731,00;736,05;3.160.126.976
2013-05-10;735,98;742,48;734,04;736,17;3.811.964.672
2013-05-09;732,12;735,40;731,34;734,65;2.202.386.176
2013-05-08;727,10;733,51;726,71;733,38;4.259.046.400
2013-05-07;722,67;729,61;722,61;727,73;3.972.143.104
2013-05-06;722,03;724,82;721,35;722,04;2.529.962.496
2013-05-03;709,15;722,85;709,11;722,47;5.105.894.912
2013-05-02;705,04;711,87;704,07;709,41;4.949.648.896
2013-04-30;706,40;709,37;703,79;705,55;4.512.390.656
2013-04-29;697,67;702,19;697,67;702,19;3.268.418.048
2013-04-26;697,56;699,38;693,34;697,14;3.917.819.392
2013-04-25;693,43;699,43;692,01;699,04;3.710.000.128
2013-04-24;685,33;693,73;685,27;693,08;4.498.893.824
2013-04-23;669,66;685,39;667,27;685,13;4.560.161.280
2013-04-22;670,21;674,98;666,79;669,88;3.320.508.672
2013-04-19;670,91;673,59;664,43;667,89;5.088.194.560
2013-04-18;672,17;675,27;665,70;668,39;4.324.446.208
2013-04-17;688,10;689,59;669,21;670,97;4.992.351.744
2013-04-16;687,28;690,90;682,95;686,17;3.672.456.192
2013-04-15;691,50;694,45;684,24;688,96;3.325.606.912
2013-04-12;699,86;699,86;690,89;692,40;3.526.723.328
2013-04-11;696,01;703,61;695,32;702,64;3.491.414.272
2013-04-10;682,78;697,76;682,78;696,86;4.355.540.480
2013-04-09;686,55;688,84;679,88;681,82;3.511.974.656
2013-04-08;684,75;686,83;682,54;683,77;2.772.142.080
2013-04-05;697,57;697,57;680,79;682,68;4.430.848.512
2013-04-04;704,20;705,74;695,49;696,49;3.782.770.432
2013-04-03;706,53;709,16;702,22;702,54;3.113.937.664
2013-04-02;696,76;708,44;696,40;708,09;3.404.315.648
2013-03-28;694,60;699,13;693,99;695,76;3.384.261.376
2013-03-27;704,50;705,26;691,80;694,53;3.802.515.200
2013-03-26;702,80;704,96;700,77;702,45;3.160.692.992
2013-03-25;706,74;714,29;699,41;701,31;3.889.134.592
2013-03-22;704,54;707,38;701,76;704,27;3.681.524.224
2013-03-21;710,83;711,35;702,50;705,90;4.639.389.184
2013-03-20;710,30;713,66;709,55;711,54;3.588.147.712
2013-03-19;711,81;712,34;705,62;707,67;3.893.783.296
2013-03-18;713,80;713,85;703,73;713,12;3.595.900.672
2013-03-15;717,82;717,82;711,55;715,37;7.980.148.224
2013-03-14;712,55;716,55;712,50;716,55;4.303.138.816
2013-03-13;709,27;710,04;707,36;709,67;3.173.890.048
2013-03-12;709,51;711,75;706,85;709,28;3.009.489.408
2013-03-11;710,12;710,91;708,00;710,62;2.586.115.840
2013-03-08;710,16;713,33;709,10;710,95;3.765.288.192
2013-03-07;706,43;709,08;705,96;707,68;3.502.802.432
2013-03-06;704,19;710,74;704,19;705,68;3.925.430.528
2013-03-05;689,46;702,92;689,46;701,87;4.387.701.760
2013-03-04;686,09;688,52;683,43;687,21;2.681.798.656
2013-03-01;691,81;694,19;682,85;689,26;3.729.147.648
2013-02-28;689,06;693,01;687,96;692,13;3.814.048.000
2013-02-27;682,87;686,54;677,19;686,47;3.290.450.688
2013-02-26;693,92;693,92;679,82;680,03;4.508.281.344
2013-02-25;688,25;701,34;688,25;694,14;4.878.877.184
2013-02-22;682,32;688,09;682,06;685,61;3.891.305.216
2013-02-21;688,19;688,72;678,18;679,78;3.961.862.144
2013-02-20;693,57;696,63;690,44;691,87;3.211.981.824
2013-02-19;682,16;694,25;682,16;693,49;3.558.627.328
2013-02-18;680,97;683,18;678,78;683,18;2.246.004.480
2013-02-15;683,32;685,00;680,29;680,58;3.653.840.640
2013-02-14;688,40;691,13;681,44;683,28;2.978.347.008
2013-02-13;685,62;691,70;683,84;689,68;3.086.857.728
2013-02-12;680,43;684,18;679,11;684,18;2.965.995.264
2013-02-11;682,63;684,97;678,87;681,74;2.607.191.552
2013-02-08;678,76;683,45;677,22;683,35;3.193.890.816
2013-02-07;676,04;683,26;675,89;677,52;4.009.840.384
2013-02-06;682,99;685,44;673,23;676,68;3.964.576.768
2013-02-05;680,23;683,33;678,95;682,72;3.699.692.800
2013-02-04;696,48;697,02;680,39;680,39;4.341.856.768
2013-02-01;691,64;697,34;691,64;696,53;3.599.772.160
2013-01-31;692,33;693,35;689,57;690,49;4.176.903.424
2013-01-30;697,61;698,26;691,32;693,94;3.284.017.920
2013-01-29;697,14;697,86;693,52;697,09;3.040.210.432
2013-01-28;698,48;699,31;696,40;696,47;2.734.769.408
2013-01-25;689,56;698,27;689,07;698,16;3.536.148.480
2013-01-24;685,24;689,84;682,69;689,48;3.005.654.272
2013-01-23;684,67;687,38;683,87;685,83;3.303.103.488
2013-01-22;687,73;687,98;678,81;684,28;3.368.228.608
2013-01-21;686,30;688,29;685,56;688,27;1.950.368.896
2013-01-18;687,55;688,14;684,48;684,48;3.541.505.536
2013-01-17;681,63;688,23;680,29;686,70;3.230.251.520
2013-01-16;679,63;682,56;678,02;682,36;3.163.474.944
2013-01-15;683,91;685,60;677,71;680,77;3.628.351.744
2013-01-14;686,01;690,24;683,25;685,28;2.938.494.720
2013-01-11;684,17;685,29;681,60;684,26;3.101.933.056
2013-01-10;685,00;688,55;681,61;683,37;3.672.777.984
2013-01-09;682,95;685,01;681,31;684,18;3.351.216.896
2013-01-08;682,50;686,10;680,51;681,37;2.912.964.352
2013-01-07;687,06;687,06;682,56;684,19;3.103.422.208
2013-01-04;685,08;687,81;683,61;687,81;2.540.756.224
2013-01-03;686,16;687,34;684,22;686,01;2.421.049.344
2013-01-02;673,30;688,16;673,23;687,36;3.759.169.024
2012-12-28;675,62;677,42;672,20;673,11;1.480.249.728
2012-12-27;675,14;677,68;674,98;676,09;1.918.702.336
2012-12-21;674,42;675,79;671,25;674,68;6.212.041.216
